"age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","previous","Subscription","contact_success_rate","age_group","credit_risk"
36,"entrepreneur","married","tertiary","no",1169,"yes","no","unknown","6","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"management","single","tertiary","no",940,"no","no","cellular","8","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
25,"technician","single","secondary","no",-80,"yes","yes","unknown","3","jun","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
34,"technician","married","secondary","no",0,"yes","no","cellular","29","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
52,"unknown","married","unknown","no",1317,"no","no","unknown","12","jun","1","0","no",0.0568070519098923,"Senior","Medium Risk"
39,"admin.","married","secondary","no",179,"no","no","unknown","6","sep","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"management","married","secondary","no",1007,"yes","no","cellular","21","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"management","single","secondary","no",0,"no","no","cellular","22","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"services","married","secondary","no",1286,"yes","yes","cellular","17","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
33,"services","married","secondary","no",804,"yes","yes","unknown","8","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"student","single","secondary","no",4,"no","no","cellular","4","feb","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
51,"blue-collar","married","primary","no",0,"yes","no","cellular","10","jul","1","0","no",0.0568070519098923,"Senior","Medium Risk"
36,"services","single","secondary","no",417,"yes","no","cellular","6","feb","10","3","no",0.106965174129353,"Middle-aged","Medium Risk"
48,"blue-collar","married","primary","no",1678,"no","no","cellular","28","jan","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
37,"services","divorced","secondary","no",532,"yes","no","unknown","11","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
58,"management","married","secondary","no",407,"yes","no","cellular","29","jul","2","0","no",0.0568070519098923,"Senior","Medium Risk"
56,"management","divorced","tertiary","no",659,"no","yes","cellular","2","jun","1","0","no",0.0568070519098923,"Senior","High Risk"
34,"blue-collar","married","secondary","no",393,"yes","no","cellular","5","may","9","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"admin.","divorced","secondary","no",661,"yes","no","cellular","18","nov","1","2","no",0.142857142857143,"Middle-aged","Medium Risk"
26,"services","single","secondary","no",0,"no","no","cellular","29","jul","23","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
40,"management","single","unknown","no",838,"yes","no","unknown","12","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"services","married","secondary","no",195,"yes","no","cellular","17","apr","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
45,"entrepreneur","married","secondary","no",68,"yes","no","unknown","7","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"management","divorced","tertiary","no",321,"yes","no","unknown","9","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
28,"blue-collar","married","secondary","no",8,"yes","no","cellular","15","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"blue-collar","divorced","secondary","no",739,"yes","no","unknown","9","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"services","married","secondary","no",152,"yes","no","unknown","2","jun","1","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
35,"technician","single","secondary","no",2,"no","no","cellular","11","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
39,"blue-collar","married","secondary","no",1439,"yes","no","telephone","28","jul","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"blue-collar","divorced","secondary","no",1491,"yes","no","cellular","6","may","2","2","no",0.106965174129353,"Middle-aged","Medium Risk"
30,"unemployed","married","secondary","no",1210,"no","no","cellular","9","jul","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
26,"management","single","tertiary","no",122,"no","yes","cellular","8","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"student","single","secondary","no",0,"yes","no","cellular","19","nov","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"management","married","tertiary","no",62,"yes","no","cellular","14","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"services","married","secondary","no",3333,"yes","yes","cellular","29","jul","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
57,"blue-collar","married","primary","no",23,"yes","no","telephone","31","jul","8","0","no",0.0568070519098923,"Senior","Medium Risk"
35,"admin.","married","secondary","no",0,"yes","no","cellular","7","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
24,"retired","single","secondary","no",366,"no","yes","unknown","16","may","2","0","no",0.0568070519098923,"Young","High Risk"
54,"management","divorced","tertiary","no",0,"no","yes","cellular","10","jul","1","0","no",0.0568070519098923,"Senior","High Risk"
31,"management","married","tertiary","no",1343,"yes","yes","unknown","21","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
41,"entrepreneur","married","secondary","no",2105,"yes","no","cellular","18","nov","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
44,"unknown","married","secondary","no",2319,"no","no","cellular","4","aug","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"services","single","secondary","no",35,"yes","no","cellular","14","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"management","married","tertiary","no",877,"no","no","cellular","13","aug","1","5","no",0.106965174129353,"Middle-aged","Medium Risk"
43,"blue-collar","single","primary","no",30,"yes","no","unknown","30","may","17","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
60,"retired","married","secondary","no",89,"no","no","cellular","30","apr","2","0","no",0.0568070519098923,"Senior","Medium Risk"
43,"self-employed","married","secondary","no",104,"no","no","unknown","17","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"management","married","tertiary","no",1750,"yes","no","telephone","14","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
56,"management","married","primary","no",772,"yes","no","telephone","20","nov","1","0","no",0.0568070519098923,"Senior","Medium Risk"
42,"technician","married","secondary","no",1048,"yes","no","telephone","6","feb","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
52,"entrepreneur","married","primary","no",592,"no","no","cellular","21","jul","2","0","no",0.0568070519098923,"Senior","Medium Risk"
40,"technician","married","secondary","no",0,"yes","yes","cellular","26","jul","2","1","no",0.106965174129353,"Middle-aged","High Risk"
40,"services","married","primary","no",33,"no","no","unknown","26","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"blue-collar","married","secondary","no",0,"yes","no","cellular","8","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"admin.","single","secondary","no",1649,"no","no","cellular","27","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"housemaid","single","tertiary","no",287,"yes","no","cellular","19","nov","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
41,"technician","divorced","secondary","no",0,"yes","no","cellular","17","nov","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
58,"housemaid","married","primary","no",419,"no","yes","unknown","5","jun","3","0","no",0.0568070519098923,"Senior","High Risk"
36,"services","married","secondary","no",257,"yes","no","cellular","12","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
52,"technician","married","secondary","no",118,"no","no","cellular","28","aug","20","0","no",0.0568070519098923,"Senior","Medium Risk"
42,"management","married","tertiary","no",251,"no","no","cellular","20","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"management","single","tertiary","no",1731,"yes","yes","unknown","29","may","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
62,"management","married","tertiary","no",0,"no","no","cellular","13","oct","3","0","no",0.0568070519098923,"Senior","Medium Risk"
31,"technician","single","tertiary","no",23,"no","no","cellular","25","aug","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
41,"blue-collar","single","secondary","yes",-386,"no","yes","cellular","20","nov","1","0","yes",0.0568070519098923,"Middle-aged","High Risk"
37,"entrepreneur","single","secondary","no",654,"no","no","unknown","19","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"management","married","tertiary","no",1890,"no","no","cellular","8","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"unemployed","married","secondary","no",2400,"yes","yes","cellular","5","feb","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
46,"blue-collar","married","secondary","no",519,"yes","no","cellular","25","aug","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
39,"technician","single","tertiary","no",1190,"no","no","cellular","8","aug","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
28,"services","single","secondary","no",229,"yes","no","unknown","9","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
26,"student","single","secondary","no",203,"no","no","cellular","16","nov","1","1","no",0.106965174129353,"Middle-aged","Medium Risk"
52,"technician","married","secondary","no",1818,"no","yes","cellular","17","nov","2","4","no",0.106965174129353,"Senior","High Risk"
42,"unemployed","married","secondary","no",1289,"no","no","cellular","15","jul","4","2","yes",0.106965174129353,"Middle-aged","Medium Risk"
33,"technician","divorced","tertiary","no",39,"no","no","cellular","19","aug","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
73,"retired","married","primary","no",796,"no","no","cellular","23","oct","1","2","yes",0.106965174129353,"Senior","Medium Risk"
35,"admin.","single","secondary","no",57,"no","yes","cellular","8","jul","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
40,"management","married","tertiary","no",1548,"yes","no","cellular","13","apr","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
51,"technician","married","secondary","no",117,"no","no","cellular","24","aug","2","4","yes",0.142857142857143,"Senior","Medium Risk"
37,"admin.","single","secondary","no",0,"yes","no","cellular","16","apr","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
39,"management","married","tertiary","no",691,"yes","yes","cellular","16","apr","1","1","no",0.106965174129353,"Middle-aged","High Risk"
28,"blue-collar","married","secondary","no",64,"yes","no","unknown","13","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
49,"technician","divorced","tertiary","no",0,"yes","no","cellular","12","jun","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"admin.","married","secondary","no",957,"yes","no","unknown","21","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
45,"technician","married","secondary","no",118,"yes","no","unknown","7","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
29,"technician","single","tertiary","no",218,"yes","no","cellular","12","apr","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"management","married","secondary","no",724,"yes","no","cellular","14","jul","2","1","yes",0.106965174129353,"Middle-aged","Medium Risk"
35,"housemaid","married","tertiary","no",20,"yes","yes","cellular","17","jul","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"blue-collar","married","secondary","no",-28,"yes","no","cellular","18","may","2","1","no",0.106965174129353,"Middle-aged","High Risk"
46,"blue-collar","married","primary","no",665,"no","no","cellular","30","jan","4","2","no",0.106965174129353,"Middle-aged","Medium Risk"
25,"student","single","tertiary","no",5,"no","no","cellular","29","sep","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"management","married","tertiary","no",925,"no","no","cellular","14","dec","3","4","yes",0.645833333333333,"Middle-aged","Medium Risk"
42,"blue-collar","married","primary","no",2519,"yes","no","unknown","15","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"management","divorced","tertiary","no",401,"yes","no","cellular","24","jul","9","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
29,"management","married","tertiary","no",581,"yes","yes","cellular","14","jul","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
36,"technician","married","tertiary","no",1327,"no","no","cellular","29","oct","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"unemployed","married","secondary","no",3242,"no","no","unknown","25","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
59,"technician","married","primary","no",3163,"yes","no","unknown","29","may","2","0","no",0.0568070519098923,"Senior","Medium Risk"
50,"unemployed","divorced","secondary","no",32,"no","no","cellular","4","aug","2","0","no",0.0568070519098923,"Senior","Medium Risk"
47,"admin.","married","secondary","no",310,"yes","yes","telephone","14","aug","6","0","no",0.0568070519098923,"Middle-aged","High Risk"
46,"housemaid","married","primary","no",0,"no","no","telephone","2","feb","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
26,"blue-collar","single","primary","no",155,"yes","no","cellular","29","jan","1","4","no",0.106965174129353,"Middle-aged","Medium Risk"
30,"services","married","tertiary","no",1380,"yes","no","unknown","21","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"blue-collar","single","unknown","no",2443,"no","no","unknown","18","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"services","single","secondary","no",-402,"yes","no","cellular","17","apr","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
28,"admin.","single","secondary","no",1323,"yes","no","unknown","3","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
57,"retired","married","primary","no",1623,"yes","yes","cellular","18","jul","1","0","no",0.0568070519098923,"Senior","High Risk"
38,"technician","married","tertiary","no",1042,"yes","no","cellular","4","feb","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
22,"student","single","secondary","no",2488,"no","no","cellular","8","nov","2","10","yes",0.142857142857143,"Young","Medium Risk"
54,"admin.","married","secondary","no",865,"yes","no","cellular","17","nov","1","0","no",0.0568070519098923,"Senior","Medium Risk"
32,"technician","married","tertiary","no",-1053,"yes","no","cellular","21","jul","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
32,"management","married","tertiary","no",1667,"yes","no","cellular","18","nov","2","3","no",0.106965174129353,"Middle-aged","Medium Risk"
59,"admin.","divorced","secondary","no",975,"yes","no","unknown","15","may","4","0","no",0.0568070519098923,"Senior","Medium Risk"
45,"technician","married","secondary","no",2571,"no","no","unknown","18","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
50,"admin.","divorced","secondary","no",769,"no","no","cellular","28","jul","2","4","no",0.106965174129353,"Senior","Medium Risk"
34,"technician","married","secondary","no",-136,"yes","yes","cellular","12","aug","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
62,"housemaid","married","secondary","no",565,"no","no","cellular","4","sep","3","0","no",0.0568070519098923,"Senior","Medium Risk"
40,"blue-collar","married","secondary","no",271,"yes","no","unknown","29","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
26,"self-employed","single","tertiary","no",1153,"no","no","cellular","4","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"management","married","tertiary","no",-73,"yes","no","cellular","11","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
50,"unknown","married","unknown","no",558,"no","no","cellular","9","jul","1","6","yes",0.106965174129353,"Senior","Medium Risk"
31,"unknown","divorced","tertiary","no",137,"no","no","cellular","22","aug","9","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"technician","married","secondary","no",700,"yes","no","unknown","23","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
55,"retired","married","primary","no",-966,"no","yes","cellular","14","may","1","0","no",0.0568070519098923,"Senior","High Risk"
34,"admin.","married","secondary","no",96,"no","no","cellular","29","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
50,"management","single","tertiary","no",567,"yes","no","unknown","16","may","8","0","no",0.0568070519098923,"Senior","Medium Risk"
31,"technician","single","secondary","no",40,"no","no","cellular","7","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"admin.","divorced","secondary","no",136,"no","yes","cellular","23","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
38,"self-employed","single","tertiary","no",917,"yes","no","unknown","23","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"management","single","tertiary","no",593,"yes","no","cellular","29","jan","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"blue-collar","married","primary","no",505,"yes","no","unknown","14","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"blue-collar","married","secondary","no",2542,"yes","no","cellular","14","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
38,"student","single","tertiary","no",807,"no","no","cellular","27","feb","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"admin.","married","secondary","no",0,"no","no","cellular","30","jan","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
55,"management","married","tertiary","no",540,"no","no","cellular","19","nov","2","0","no",0.0568070519098923,"Senior","Medium Risk"
35,"blue-collar","married","secondary","no",280,"yes","yes","cellular","31","jul","50","0","no",0.0568070519098923,"Middle-aged","High Risk"
56,"management","divorced","tertiary","no",-59,"no","yes","cellular","28","jul","6","0","no",0.0568070519098923,"Senior","High Risk"
27,"admin.","married","secondary","yes",-517,"yes","no","cellular","14","jul","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
42,"unemployed","single","secondary","no",2613,"yes","no","cellular","30","jul","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"student","married","unknown","no",-7,"no","no","telephone","31","jul","6","0","no",0.0568070519098923,"Middle-aged","High Risk"
41,"blue-collar","married","primary","no",0,"yes","no","unknown","30","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
53,"retired","divorced","secondary","yes",-200,"no","yes","unknown","6","jun","1","0","no",0.0568070519098923,"Senior","High Risk"
67,"retired","married","primary","no",2301,"no","no","cellular","16","apr","1","0","no",0.0568070519098923,"Senior","Medium Risk"
33,"blue-collar","married","primary","no",191,"yes","no","unknown","9","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"technician","single","unknown","no",694,"yes","no","unknown","6","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"admin.","married","secondary","no",212,"yes","no","cellular","18","jul","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"management","married","tertiary","no",1882,"yes","no","cellular","11","aug","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
48,"blue-collar","married","unknown","no",131,"yes","no","unknown","6","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"technician","single","secondary","no",175,"no","no","cellular","25","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
43,"technician","single","tertiary","yes",0,"no","no","cellular","29","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"unemployed","married","secondary","no",3533,"yes","no","cellular","12","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
59,"blue-collar","divorced","secondary","no",3573,"no","no","cellular","15","may","1","0","no",0.0568070519098923,"Senior","Medium Risk"
44,"management","divorced","tertiary","no",476,"yes","yes","unknown","26","may","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
35,"blue-collar","married","secondary","no",1257,"yes","no","cellular","20","apr","3","7","no",0.106965174129353,"Middle-aged","Medium Risk"
55,"blue-collar","married","unknown","no",23,"no","no","cellular","30","jan","1","3","no",0.142857142857143,"Senior","Medium Risk"
39,"management","single","tertiary","no",0,"yes","no","cellular","16","apr","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"services","single","secondary","no",398,"yes","yes","unknown","17","jun","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
33,"blue-collar","married","secondary","no",745,"yes","no","unknown","23","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"management","single","tertiary","no",0,"no","no","cellular","19","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
67,"retired","married","unknown","no",696,"no","no","telephone","4","may","2","0","no",0.0568070519098923,"Senior","Medium Risk"
48,"unemployed","divorced","secondary","no",1266,"yes","no","telephone","3","feb","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
57,"management","married","tertiary","no",2416,"no","no","cellular","11","aug","2","0","no",0.0568070519098923,"Senior","Medium Risk"
31,"housemaid","married","primary","no",25,"no","no","cellular","21","aug","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
56,"entrepreneur","divorced","primary","no",29,"no","no","cellular","29","jan","2","1","no",0.106965174129353,"Senior","Medium Risk"
44,"management","married","secondary","no",-1746,"yes","no","unknown","20","jun","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
44,"technician","divorced","secondary","no",14,"no","no","cellular","13","nov","1","1","yes",0.645833333333333,"Middle-aged","Medium Risk"
47,"self-employed","married","unknown","no",14,"yes","no","cellular","15","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"admin.","single","secondary","no",105,"yes","no","cellular","21","nov","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
37,"management","married","tertiary","no",767,"no","yes","cellular","2","feb","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
56,"admin.","divorced","primary","no",0,"no","yes","cellular","10","jul","1","0","no",0.0568070519098923,"Senior","High Risk"
43,"management","single","secondary","no",-228,"yes","yes","unknown","16","may","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
42,"services","married","secondary","no",508,"yes","no","unknown","30","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
60,"management","married","secondary","no",725,"yes","no","cellular","8","jul","1","0","no",0.0568070519098923,"Senior","Medium Risk"
34,"blue-collar","married","unknown","no",41,"yes","no","cellular","6","may","9","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"management","single","tertiary","no",184,"no","no","cellular","22","jul","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
41,"management","married","tertiary","no",251,"no","yes","unknown","6","jun","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
38,"management","divorced","secondary","no",-17,"no","no","cellular","21","nov","4","0","no",0.0568070519098923,"Middle-aged","High Risk"
23,"services","married","secondary","no",-19,"yes","no","unknown","20","jun","10","0","no",0.0568070519098923,"Young","High Risk"
33,"management","married","tertiary","no",1064,"yes","no","cellular","13","may","1","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
36,"blue-collar","married","secondary","no",777,"yes","no","cellular","6","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
49,"unemployed","married","tertiary","no",377,"no","no","cellular","22","may","1","2","no",0.106965174129353,"Middle-aged","Medium Risk"
34,"admin.","divorced","secondary","no",479,"yes","no","cellular","12","may","1","5","yes",0.106965174129353,"Middle-aged","Medium Risk"
40,"technician","divorced","secondary","no",-375,"yes","no","cellular","13","may","5","0","no",0.0568070519098923,"Middle-aged","High Risk"
72,"retired","married","primary","no",796,"no","no","cellular","24","apr","2","0","no",0.0568070519098923,"Senior","Medium Risk"
43,"technician","married","secondary","no",17,"yes","no","unknown","16","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
44,"blue-collar","married","secondary","no",1071,"yes","no","cellular","11","may","3","1","no",0.106965174129353,"Middle-aged","Medium Risk"
35,"admin.","married","secondary","no",0,"yes","no","cellular","20","apr","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
55,"admin.","married","secondary","no",865,"yes","no","cellular","17","apr","1","1","no",0.106965174129353,"Senior","Medium Risk"
50,"technician","divorced","secondary","no",-701,"yes","yes","cellular","24","jul","1","0","no",0.0568070519098923,"Senior","High Risk"
23,"blue-collar","single","unknown","no",817,"yes","no","cellular","18","may","1","0","no",0.0568070519098923,"Young","Medium Risk"
34,"student","married","unknown","no",1387,"no","no","cellular","30","apr","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
40,"blue-collar","married","secondary","no",0,"yes","yes","unknown","29","may","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
61,"retired","married","secondary","no",2917,"no","no","cellular","6","oct","1","0","yes",0.0568070519098923,"Senior","Medium Risk"
57,"technician","married","secondary","no",0,"no","no","unknown","13","may","1","0","no",0.0568070519098923,"Senior","Medium Risk"
25,"admin.","married","secondary","no",242,"yes","no","cellular","30","jul","12","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
38,"blue-collar","married","secondary","no",171,"yes","yes","unknown","20","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
27,"services","single","secondary","no",259,"yes","no","unknown","23","may","10","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
45,"blue-collar","married","secondary","no",827,"yes","no","unknown","15","may","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"services","single","secondary","no",469,"no","yes","cellular","2","feb","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
39,"blue-collar","married","primary","no",2226,"yes","no","unknown","6","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"technician","married","secondary","no",0,"no","no","cellular","29","aug","12","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"management","married","tertiary","no",477,"yes","no","unknown","20","may","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"services","married","secondary","no",42,"yes","no","unknown","8","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"management","single","tertiary","no",775,"yes","no","unknown","16","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"blue-collar","married","secondary","no",9,"yes","no","cellular","17","apr","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
52,"technician","married","tertiary","no",2557,"no","no","cellular","28","jan","5","2","yes",0.645833333333333,"Senior","Medium Risk"
31,"management","married","tertiary","no",2395,"no","no","cellular","27","apr","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"blue-collar","single","secondary","no",376,"yes","yes","unknown","6","may","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
38,"management","married","tertiary","no",389,"yes","no","unknown","6","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"management","divorced","tertiary","no",134,"no","no","cellular","19","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
45,"entrepreneur","divorced","tertiary","no",1273,"yes","yes","unknown","11","jun","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
59,"services","married","secondary","no",0,"yes","no","cellular","12","may","3","0","no",0.0568070519098923,"Senior","Medium Risk"
33,"technician","divorced","secondary","no",0,"yes","no","cellular","7","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"management","single","secondary","no",295,"yes","no","unknown","23","may","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
48,"admin.","married","secondary","no",292,"yes","yes","cellular","29","jul","6","0","no",0.0568070519098923,"Middle-aged","High Risk"
31,"services","single","secondary","no",85,"no","no","cellular","16","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"technician","married","secondary","no",4,"no","no","cellular","4","feb","2","4","no",0.106965174129353,"Middle-aged","Medium Risk"
35,"blue-collar","divorced","primary","no",-587,"yes","no","unknown","26","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
36,"blue-collar","single","primary","no",367,"no","no","cellular","2","feb","1","1","no",0.106965174129353,"Middle-aged","Medium Risk"
52,"management","married","tertiary","no",-1224,"yes","no","cellular","7","may","4","0","no",0.0568070519098923,"Senior","High Risk"
45,"management","divorced","tertiary","no",959,"no","no","unknown","18","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"management","married","tertiary","no",0,"no","no","cellular","20","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
25,"blue-collar","married","primary","yes",-589,"yes","no","unknown","3","jun","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
26,"management","single","tertiary","no",-8,"no","no","cellular","13","aug","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
57,"management","married","unknown","no",0,"no","no","cellular","30","sep","1","0","no",0.0568070519098923,"Senior","Medium Risk"
48,"management","married","primary","no",247,"yes","yes","unknown","14","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
